0.05,3.3
0.05,3.4
0.05,3.5
0.05,3.6
0.05,3.7
0.05,3.8
0.05,3.9
0.05,4.0
0.05,4.1
0.05,4.2
0.05,4.3
0.05,4.4
0.05,4.5
0.05,4.6
0.05,4.7
0.05,4.8
0.05,4.9
0.05,5.0
0.06,0.1
0.06,0.2
0.06,0.3
0.06,0.4
0.06,0.5
0.06,0.6
0.06,0.7
0.06,0.8
0.06,0.9
0.06,1.0
0.06,1.1
0.06,1.2
0.06,1.3
0.06,1.4
0.06,1.5
0.06,1.6
0.06,1.7
0.06,1.8
0.06,1.9
0.06,2.0
0.06,2.1
0.06,2.2
0.06,2.3
0.06,2.4
0.06,2.5
0.06,2.6
0.06,2.7
0.06,2.8
0.06,2.9
0.06,3.0
0.06,3.1
0.06,3.2
0.06,3.3
0.06,3.4
0.06,3.5
0.06,3.6
0.06,3.7
0.06,3.8
0.06,3.9
0.06,4.0
0.06,4.1
0.06,4.2
0.06,4.3
0.06,4.4
0.06,4.5
0.06,4.6
0.06,4.7
0.06,4.8
0.06,4.9
0.06,5.0
0.07,0.1
0.07,0.2
0.07,0.3
0.07,0.4
0.07,0.5
0.07,0.6
0.07,0.7
0.07,0.8
0.07,0.9
0.07,1.0
0.07,1.1
0.07,1.2
0.07,1.3
0.07,1.4
0.07,1.5
0.07,1.6
0.07,1.7
0.07,1.8
0.07,1.9
0.07,2.0
0.07,2.1
0.07,2.2
0.07,2.3
0.07,2.4
0.07,2.5
0.07,2.6
0.07,2.7
0.07,2.8
0.07,2.9
0.07,3.0
0.07,3.1
0.07,3.2
0.07,3.3
0.07,3.4
0.07,3.5
0.07,3.6
0.07,3.7
0.07,3.8
0.07,3.9
0.07,4.0
0.07,4.1
0.07,4.2
0.07,4.3
0.07,4.4
0.07,4.5
0.07,4.6
0.07,4.7
0.07,4.8
0.07,4.9
0.07,5.0
0.08,0.1
0.08,0.2
0.08,0.3
0.08,0.4
0.08,0.5
0.08,0.6
0.08,0.7
0.08,0.8
0.08,0.9
0.08,1.0
0.08,1.1
0.08,1.2
0.08,1.3
0.08,1.4
0.08,1.5
0.08,1.6
0.08,1.7
0.08,1.8
0.08,1.9
0.08,2.0
0.08,2.1
0.08,2.2
0.08,2.3
0.08,2.4
0.08,2.5
0.08,2.6
0.08,2.7
0.08,2.8
0.08,2.9
0.08,3.0
0.08,3.1
0.08,3.2
0.08,3.3
0.08,3.4
0.08,3.5
0.08,3.6
0.08,3.7
0.08,3.8
0.08,3.9
0.08,4.0
0.08,4.1
0.08,4.2
0.08,4.3
0.08,4.4
0.08,4.5
0.08,4.6
0.08,4.7
0.08,4.8
0.08,4.9
0.08,5.0
0.09,0.1
0.09,0.2
0.09,0.3
0.09,0.4
0.09,0.5
0.09,0.6
0.09,0.7
0.09,0.8
0.09,0.9
0.09,1.0
0.09,1.1
0.09,1.2
0.09,1.3
0.09,1.4
0.09,1.5
0.09,1.6
0.09,1.7
0.09,1.8
0.09,1.9
0.09,2.0
0.09,2.1
0.09,2.2
0.09,2.3
0.09,2.4
0.09,2.5
0.09,2.6
0.09,2.7
0.09,2.8
0.09,2.9
0.09,3.0
0.09,3.1
0.09,3.2
0.09,3.3
0.09,3.4
0.09,3.5
0.09,3.6
0.09,3.7
0.09,3.8
0.09,3.9
0.09,4.0
0.09,4.1
0.09,4.2
0.09,4.3
0.09,4.4
0.09,4.5
0.09,4.6
0.09,4.7
0.09,4.8
0.09,4.9
0.09,5.0
0.1,0.1
0.1,0.2
0.1,0.3
0.1,0.4
0.1,0.5
0.1,0.6
0.1,0.7
0.1,0.8
0.1,0.9
0.1,1.0
0.1,1.1
0.1,1.2
0.1,1.3
0.1,1.4
0.1,1.5
0.1,1.6
0.1,1.7
0.1,1.8
0.1,1.9
0.1,2.0
0.1,2.1
0.1,2.2
0.1,2.3
0.1,2.4
0.1,2.5
0.1,2.6
0.1,2.7
0.1,2.8
0.1,2.9
0.1,3.0
0.1,3.1
0.1,3.2
0.1,3.3
0.1,3.4
0.1,3.5
0.1,3.6
0.1,3.7
0.1,3.8
0.1,3.9
0.1,4.0
0.1,4.1
0.1,4.2
0.1,4.3
0.1,4.4
0.1,4.5
0.1,4.6
0.1,4.7
0.1,4.8
0.1,4.9
0.1,5.0
0.11,0.1
0.11,0.2
0.11,0.3
0.11,0.4
0.11,0.5
0.11,0.6
0.11,0.7
0.11,0.8
0.11,0.9
0.11,1.0
0.11,1.1
0.11,1.2
0.11,1.3
0.11,1.4
0.11,1.5
0.11,1.6
0.11,1.7
0.11,1.8
0.11,1.9
0.11,2.0
0.11,2.1
0.11,2.2
0.11,2.3
0.11,2.4
0.11,2.5
0.11,2.6
0.11,2.7
0.11,2.8
0.11,2.9
0.11,3.0
0.11,3.1
0.11,3.2
0.11,3.3
0.11,3.4
0.11,3.5
0.11,3.6
0.11,3.7
0.11,3.8
0.11,3.9
0.11,4.0
0.11,4.1
0.11,4.2
0.11,4.3
0.11,4.4
0.11,4.5
0.11,4.6
0.11,4.7
0.11,4.8
0.11,4.9
0.11,5.0
0.12,0.1
0.12,0.2
0.12,0.3
0.12,0.4
0.12,0.5
0.12,0.6
0.12,0.7
0.12,0.8
0.12,0.9
0.12,1.0
0.12,1.1
0.12,1.2
0.12,1.3
0.12,1.4
0.12,1.5
0.12,1.6
0.12,1.7
0.12,1.8
0.12,1.9
0.12,2.0
0.12,2.1
0.12,2.2
0.12,2.3
0.12,2.4
0.12,2.5
0.12,2.6
0.12,2.7
0.12,2.8
0.12,2.9
0.12,3.0
0.12,3.1
0.12,3.2
0.12,3.3
0.12,3.4
0.12,3.5
0.12,3.6
0.12,3.7
0.12,3.8
0.12,3.9
0.12,4.0
0.12,4.1
0.12,4.2
0.12,4.3
0.12,4.4
0.12,4.5
0.12,4.6
0.12,4.7
0.12,4.8
0.12,4.9
0.12,5.0
0.13,0.1
0.13,0.2
0.13,0.3
0.13,0.4
0.13,0.5
0.13,0.6
0.13,0.7
0.13,0.8
0.13,0.9
0.13,1.0
0.13,1.1
0.13,1.2
0.13,1.3
0.13,1.4
0.13,1.5
0.13,1.6
0.13,1.7
0.13,1.8
0.13,1.9
0.13,2.0
0.13,2.1
0.13,2.2
0.13,2.3
0.13,2.4
0.13,2.5
0.13,2.6
0.13,2.7
0.13,2.8
0.13,2.9
0.13,3.0
0.13,3.1
0.13,3.2
0.13,3.3
0.13,3.4
0.13,3.5
0.13,3.6
0.13,3.7
0.13,3.8
0.13,3.9
0.13,4.0
0.13,4.1
0.13,4.2
0.13,4.3
0.13,4.4
0.13,4.5
0.13,4.6
0.13,4.7
0.13,4.8
0.13,4.9
0.13,5.0
0.14,0.1
0.14,0.2
0.14,0.3
0.14,0.4
0.14,0.5
0.14,0.6
0.14,0.7
0.14,0.8
0.14,0.9
0.14,1.0
0.14,1.1
0.14,1.2
0.14,1.3
0.14,1.4
0.14,1.5
0.14,1.6
0.14,1.7
0.14,1.8
0.14,1.9
0.14,2.0
0.14,2.1
0.14,2.2
0.14,2.3
0.14,2.4
0.14,2.5
0.14,2.6
0.14,2.7
0.14,2.8
0.14,2.9
0.14,3.0
0.14,3.1
0.14,3.2
0.14,3.3
0.14,3.4
0.14,3.5
0.14,3.6
0.14,3.7
0.14,3.8
0.14,3.9
0.14,4.0
0.14,4.1
0.14,4.2
0.14,4.3
0.14,4.4
0.14,4.5
0.14,4.6
0.14,4.7
0.14,4.8
0.14,4.9
0.14,5.0
0.15,0.1
0.15,0.2
0.15,0.3
0.15,0.4
0.15,0.5
0.15,0.6
0.15,0.7
0.15,0.8
0.15,0.9
0.15,1.0
0.15,1.1
0.15,1.2
0.15,1.3
0.15,1.4
0.15,1.5
0.15,1.6
0.15,1.7
0.15,1.8
0.15,1.9
0.15,2.0
0.15,2.1
0.15,2.2
0.15,2.3
0.15,2.4
0.15,2.5
0.15,2.6
0.15,2.7
0.15,2.8
0.15,2.9
0.15,3.0
0.15,3.1
0.15,3.2
0.15,3.3
0.15,3.4
0.15,3.5
0.15,3.6
0.15,3.7
0.15,3.8
0.15,3.9
0.15,4.0
0.15,4.1
0.15,4.2
0.15,4.3
0.15,4.4
0.15,4.5
0.15,4.6
0.15,4.7
0.15,4.8
0.15,4.9
0.15,5.0
0.16,0.1
0.16,0.2
0.16,0.3
0.16,0.4
0.16,0.5
0.16,0.6
0.16,0.7
0.16,0.8
0.16,0.9
0.16,1.0
0.16,1.1
0.16,1.2
0.16,1.3
0.16,1.4
0.16,1.5
0.16,1.6
0.16,1.7
0.16,1.8
0.16,1.9
0.16,2.0
0.16,2.1
0.16,2.2
0.16,2.3
0.16,2.4
0.16,2.5
0.16,2.6
0.16,2.7
0.16,2.8
0.16,2.9
0.16,3.0
0.16,3.1
0.16,3.2
0.16,3.3
0.16,3.4
0.16,3.5
0.16,3.6
0.16,3.7
0.16,3.8
0.16,3.9
0.16,4.0
0.16,4.1
0.16,4.2
0.16,4.3
0.16,4.4
0.16,4.5
0.16,4.6
0.16,4.7
0.16,4.8
0.16,4.9
0.16,5.0
0.17,0.1
0.17,0.2
0.17,0.3
0.17,0.4
0.17,0.5
0.17,0.6
0.17,0.7
0.17,0.8
0.17,0.9
0.17,1.0
0.17,1.1
0.17,1.2
0.17,1.3
0.17,1.4
0.17,1.5
0.17,1.6
0.17,1.7
0.17,1.8
0.17,1.9
0.17,2.0
0.17,2.1
0.17,2.2
0.17,2.3
0.17,2.4
0.17,2.5
0.17,2.6
0.17,2.7
0.17,2.8
0.17,2.9
0.17,3.0
0.17,3.1
0.17,3.2
0.17,3.3
0.17,3.4
0.17,3.5
0.17,3.6
0.17,3.7
0.17,3.8
0.17,3.9
0.17,4.0
0.17,4.1
0.17,4.2
0.17,4.3
0.17,4.4
0.17,4.5
0.17,4.6
0.17,4.7
0.17,4.8
0.17,4.9
0.17,5.0
0.18,0.1
0.18,0.2
0.18,0.3
0.18,0.4
0.18,0.5
0.18,0.6
0.18,0.7
0.18,0.8
0.18,0.9
0.18,1.0
0.18,1.1
0.18,1.2
0.18,1.3
0.18,1.4
0.18,1.5
0.18,1.6
0.18,1.7
0.18,1.8
0.18,1.9
0.18,2.0
0.18,2.1
0.18,2.2
0.18,2.3
0.18,2.4
0.18,2.5
0.18,2.6
0.18,2.7
0.18,2.8
0.18,2.9
0.18,3.0
0.18,3.1
0.18,3.2
0.18,3.3
0.18,3.4
0.18,3.5
0.18,3.6
0.18,3.7
0.18,3.8
0.18,3.9
0.18,4.0
0.18,4.1
0.18,4.2
0.18,4.3
0.18,4.4
0.18,4.5
0.18,4.6
0.18,4.7
0.18,4.8
0.18,4.9
0.18,5.0
0.19,0.1
0.19,0.2
0.19,0.3
0.19,0.4
0.19,0.5
0.19,0.6
0.19,0.7
0.19,0.8
0.19,0.9
0.19,1.0
0.19,1.1
0.19,1.2
0.19,1.3
0.19,1.4
0.19,1.5
0.19,1.6
0.19,1.7
0.19,1.8
0.19,1.9
0.19,2.0
0.19,2.1
0.19,2.2
0.19,2.3
0.19,2.4
0.19,2.5
0.19,2.6
0.19,2.7
0.19,2.8
0.19,2.9
0.19,3.0
0.19,3.1
0.19,3.2
0.19,3.3
0.19,3.4
0.19,3.5
0.19,3.6
0.19,3.7
0.19,3.8
0.19,3.9
0.19,4.0
0.19,4.1
0.19,4.2
0.19,4.3
0.19,4.4
0.19,4.5
0.19,4.6
0.19,4.7
0.19,4.8
0.19,4.9
0.19,5.0
0.2,0.1
0.2,0.2
0.2,0.3
0.2,0.4
0.2,0.5
0.2,0.6
0.2,0.7
0.2,0.8
0.2,0.9
0.2,1.0
0.2,1.1
0.2,1.2
0.2,1.3
0.2,1.4
0.2,1.5
0.2,1.6
0.2,1.7
0.2,1.8
0.2,1.9
0.2,2.0
0.2,2.1
0.2,2.2
0.2,2.3
0.2,2.4
0.2,2.5
0.2,2.6
0.2,2.7
0.2,2.8
0.2,2.9
0.2,3.0
0.2,3.1
0.2,3.2
0.2,3.3
0.2,3.4
0.2,3.5
0.2,3.6
0.2,3.7
0.2,3.8
0.2,3.9
0.2,4.0
0.2,4.1
0.2,4.2
0.2,4.3
0.2,4.4
0.2,4.5
0.2,4.6
0.2,4.7
0.2,4.8
0.2,4.9
0.2,5.0
0.21,0.1
0.21,0.2
0.21,0.3
0.21,0.4
0.21,0.5
0.21,0.6
0.21,0.7
0.21,0.8
0.21,0.9
0.21,1.0
0.21,1.1
0.21,1.2
0.21,1.3
0.21,1.4
0.21,1.5
0.21,1.6
0.21,1.7
0.21,1.8
0.21,1.9
0.21,2.0
0.21,2.1
0.21,2.2
0.21,2.3
0.21,2.4
0.21,2.5
0.21,2.6
0.21,2.7
0.21,2.8
0.21,2.9
0.21,3.0
0.21,3.1
0.21,3.2
0.21,3.3
0.21,3.4
0.21,3.5
0.21,3.6
0.21,3.7
0.21,3.8
0.21,3.9
0.21,4.0
0.21,4.1
0.21,4.2
0.21,4.3
0.21,4.4
0.21,4.5
0.21,4.6
0.21,4.7
0.21,4.8
0.21,4.9
0.21,5.0
0.22,0.1
0.22,0.2
0.22,0.3
0.22,0.4
0.22,0.5
0.22,0.6
0.22,0.7
0.22,0.8
0.22,0.9
0.22,1.0
0.22,1.1
0.22,1.2
0.22,1.3
0.22,1.4
0.22,1.5
0.22,1.6
0.22,1.7
0.22,1.8
0.22,1.9
0.22,2.0
0.22,2.1
0.22,2.2
0.22,2.3
0.22,2.4
0.22,2.5
0.22,2.6
0.22,2.7
0.22,2.8
0.22,2.9
0.22,3.0
0.22,3.1
0.22,3.2
0.22,3.3
0.22,3.4
0.22,3.5
0.22,3.6
0.22,3.7
0.22,3.8
0.22,3.9
0.22,4.0
0.22,4.1
0.22,4.2
0.22,4.3
0.22,4.4
0.22,4.5
0.22,4.6
0.22,4.7
0.22,4.8
0.22,4.9
0.22,5.0
0.23,0.1
0.23,0.2
0.23,0.3
0.23,0.4
0.23,0.5
0.23,0.6
0.23,0.7
0.23,0.8
0.23,0.9
0.23,1.0
0.23,1.1
0.23,1.2
0.23,1.3
0.23,1.4
0.23,1.5
0.23,1.6
0.23,1.7
0.23,1.8
0.23,1.9
0.23,2.0
0.23,2.1
0.23,2.2
0.23,2.3
0.23,2.4
0.23,2.5
0.23,2.6
0.23,2.7
0.23,2.8
0.23,2.9
0.23,3.0
0.23,3.1
0.23,3.2
0.23,3.3
0.23,3.4
0.23,3.5
0.23,3.6
0.23,3.7
0.23,3.8
0.23,3.9
0.23,4.0
0.23,4.1
0.23,4.2
0.23,4.3
0.23,4.4
0.23,4.5
0.23,4.6
0.23,4.7
0.23,4.8
0.23,4.9
0.23,5.0
0.24,0.1
0.24,0.2
0.24,0.3
0.24,0.4
0.24,0.5
0.24,0.6
0.24,0.7
0.24,0.8
0.24,0.9
0.24,1.0
0.24,1.1
0.24,1.2
0.24,1.3
0.24,1.4
0.24,1.5
0.24,1.6
0.24,1.7
0.24,1.8
0.24,1.9
0.24,2.0
0.24,2.1
0.24,2.2
0.24,2.3
0.24,2.4
0.24,2.5
0.24,2.6
0.24,2.7
0.24,2.8
0.24,2.9
0.24,3.0
0.24,3.1
0.24,3.2
0.24,3.3
0.24,3.4
0.24,3.5
0.24,3.6
0.24,3.7
0.24,3.8
0.24,3.9
0.24,4.0
0.24,4.1
0.24,4.2
0.24,4.3
0.24,4.4
0.24,4.5
0.24,4.6
0.24,4.7
0.24,4.8
0.24,4.9
0.24,5.0
0.25,0.1
0.25,0.2
0.25,0.3
0.25,0.4
0.25,0.5
0.25,0.6
0.25,0.7
0.25,0.8
0.25,0.9
0.25,1.0
0.25,1.1
0.25,1.2
0.25,1.3
0.25,1.4
0.25,1.5
0.25,1.6
0.25,1.7
0.25,1.8
0.25,1.9
0.25,2.0
0.25,2.1
0.25,2.2
0.25,2.3
0.25,2.4
0.25,2.5
0.25,2.6
0.25,2.7
0.25,2.8
0.25,2.9
0.25,3.0
0.25,3.1
0.25,3.2
0.25,3.3
0.25,3.4
0.25,3.5
0.25,3.6
0.25,3.7
0.25,3.8
0.25,3.9
0.25,4.0
0.25,4.1
0.25,4.2
0.25,4.3
0.25,4.4
0.25,4.5
0.25,4.6
0.25,4.7
0.25,4.8
0.25,4.9
0.25,5.0
0.26,0.1
0.26,0.2
0.26,0.3
0.26,0.4
0.26,0.5
0.26,0.6
0.26,0.7
0.26,0.8
0.26,0.9
0.26,1.0
0.26,1.1
0.26,1.2
0.26,1.3
0.26,1.4
0.26,1.5
0.26,1.6
0.26,1.7
0.26,1.8
0.26,1.9
0.26,2.0
0.26,2.1
0.26,2.2
0.26,2.3
0.26,2.4
0.26,2.5
0.26,2.6
0.26,2.7
0.26,2.8
0.26,2.9
0.26,3.0
0.26,3.1
0.26,3.2
0.26,3.3
0.26,3.4
0.26,3.5
0.26,3.6
0.26,3.7
0.26,3.8
0.26,3.9
0.26,4.0
0.26,4.1
0.26,4.2
0.26,4.3
0.26,4.4
0.26,4.5
0.26,4.6
0.26,4.7
0.26,4.8
0.26,4.9
0.26,5.0
0.27,0.1
0.27,0.2
0.27,0.3
0.27,0.4
0.27,0.5
0.27,0.6
0.27,0.7
0.27,0.8
0.27,0.9
0.27,1.0
0.27,1.1
0.27,1.2
0.27,1.3
0.27,1.4
0.27,1.5
0.27,1.6
0.27,1.7
0.27,1.8
0.27,1.9
0.27,2.0
0.27,2.1
0.27,2.2
0.27,2.3
0.27,2.4
0.27,2.5
0.27,2.6
0.27,2.7
0.27,2.8
0.27,2.9
0.27,3.0
0.27,3.1
0.27,3.2
0.27,3.3
0.27,3.4
0.27,3.5
0.27,3.6
0.27,3.7
0.27,3.8
0.27,3.9
0.27,4.0
0.27,4.1
0.27,4.2
0.27,4.3
0.27,4.4
0.27,4.5
0.27,4.6
0.27,4.7
0.27,4.8
0.27,4.9
0.27,5.0
0.28,0.1
0.28,0.2
0.28,0.3
0.28,0.4
0.28,0.5
0.28,0.6
0.28,0.7
0.28,0.8
0.28,0.9
0.28,1.0
0.28,1.1
0.28,1.2
0.28,1.3
0.28,1.4
0.28,1.5
0.28,1.6
0.28,1.7
0.28,1.8
0.28,1.9
0.28,2.0
0.28,2.1
0.28,2.2
0.28,2.3
0.28,2.4
0.28,2.5
0.28,2.6
0.28,2.7
0.28,2.8
0.28,2.9
0.28,3.0
0.28,3.1
0.28,3.2
0.28,3.3
0.28,3.4
0.28,3.5
0.28,3.6
0.28,3.7
0.28,3.8
0.28,3.9
0.28,4.0
0.28,4.1
0.28,4.2
0.28,4.3
0.28,4.4
0.28,4.5
0.28,4.6
0.28,4.7
0.28,4.8
0.28,4.9
0.28,5.0
0.29,0.1
0.29,0.2
0.29,0.3
0.29,0.4
0.29,0.5
0.29,0.6
0.29,0.7
0.29,0.8
0.29,0.9
0.29,1.0
0.29,1.1
0.29,1.2
0.29,1.3
0.29,1.4
0.29,1.5
0.29,1.6
0.29,1.7
0.29,1.8
0.29,1.9
0.29,2.0
0.29,2.1
0.29,2.2
0.29,2.3
0.29,2.4
0.29,2.5
0.29,2.6
0.29,2.7
0.29,2.8
0.29,2.9
0.29,3.0
0.29,3.1
0.29,3.2
0.29,3.3
0.29,3.4
0.29,3.5
0.29,3.6
0.29,3.7
0.29,3.8
0.29,3.9
0.29,4.0
0.29,4.1
0.29,4.2
0.29,4.3
0.29,4.4
0.29,4.5
0.29,4.6
0.29,4.7
0.29,4.8
0.29,4.9
0.29,5.0
0.3,0.1
0.3,0.2
0.3,0.3
0.3,0.4
0.3,0.5
0.3,0.6
0.3,0.7
0.3,0.8
0.3,0.9
0.3,1.0
0.3,1.1
0.3,1.2
0.3,1.3
0.3,1.4
0.3,1.5
0.3,1.6
0.3,1.7
0.3,1.8
0.3,1.9
0.3,2.0
0.3,2.1
0.3,2.2
0.3,2.3
0.3,2.4
0.3,2.5
0.3,2.6
0.3,2.7
0.3,2.8
0.3,2.9
0.3,3.0
0.3,3.1
0.3,3.2
0.3,3.3
0.3,3.4
0.3,3.5
0.3,3.6
0.3,3.7
0.3,3.8
0.3,3.9
0.3,4.0
0.3,4.1
0.3,4.2
0.3,4.3
0.3,4.4
0.3,4.5
0.3,4.6
0.3,4.7
0.3,4.8
0.3,4.9
0.3,5.0
0.31,0.1
0.31,0.2
0.31,0.3
0.31,0.4
0.31,0.5
0.31,0.6
0.31,0.7
0.31,0.8
0.31,0.9
0.31,1.0
0.31,1.1
0.31,1.2
0.31,1.3
0.31,1.4
0.31,1.5
0.31,1.6
0.31,1.7
0.31,1.8
0.31,1.9
0.31,2.0
0.31,2.1
0.31,2.2
0.31,2.3
0.31,2.4
0.31,2.5
0.31,2.6
0.31,2.7
0.31,2.8
0.31,2.9
0.31,3.0
0.31,3.1
0.31,3.2
0.31,3.3
0.31,3.4
0.31,3.5
0.31,3.6
0.31,3.7
0.31,3.8
0.31,3.9
0.31,4.0
0.31,4.1
0.31,4.2
0.31,4.3
0.31,4.4
0.31,4.5
0.31,4.6
0.31,4.7
0.31,4.8
0.31,4.9
0.31,5.0
0.32,0.1
0.32,0.2
0.32,0.3
0.32,0.4
0.32,0.5
0.32,0.6
0.32,0.7
0.32,0.8
0.32,0.9
0.32,1.0
0.32,1.1
0.32,1.2
0.32,1.3
0.32,1.4
0.32,1.5
0.32,1.6
0.32,1.7
0.32,1.8
0.32,1.9
0.32,2.0
0.32,2.1
0.32,2.2
0.32,2.3
0.32,2.4
0.32,2.5
0.32,2.6
0.32,2.7
0.32,2.8
0.32,2.9
0.32,3.0
0.32,3.1
0.32,3.2
0.32,3.3
0.32,3.4
0.32,3.5
0.32,3.6
0.32,3.7
0.32,3.8
0.32,3.9
0.32,4.0
0.32,4.1
0.32,4.2
0.32,4.3
0.32,4.4
0.32,4.5
0.32,4.6
0.32,4.7
0.32,4.8
0.32,4.9
0.32,5.0
0.33,0.1
0.33,0.2
0.33,0.3
0.33,0.4
0.33,0.5
0.33,0.6
0.33,0.7
0.33,0.8
0.33,0.9
0.33,1.0
0.33,1.1
0.33,1.2
0.33,1.3
0.33,1.4
0.33,1.5
0.33,1.6
0.33,1.7
0.33,1.8
0.33,1.9
0.33,2.0
0.33,2.1
0.33,2.2
0.33,2.3
0.33,2.4
0.33,2.5
0.33,2.6
0.33,2.7
0.33,2.8
0.33,2.9
0.33,3.0
0.33,3.1
0.33,3.2
0.33,3.3
0.33,3.4
0.33,3.5
0.33,3.6
0.33,3.7
0.33,3.8
0.33,3.9
0.33,4.0
0.33,4.1
0.33,4.2
0.33,4.3
0.33,4.4
0.33,4.5
0.33,4.6
0.33,4.7
0.33,4.8
0.33,4.9
0.33,5.0
0.34,0.1
0.34,0.2
0.34,0.3
0.34,0.4
0.34,0.5
0.34,0.6
0.34,0.7
0.34,0.8
0.34,0.9
0.34,1.0
0.34,1.1
0.34,1.2
0.34,1.3
0.34,1.4
0.34,1.5
0.34,1.6
0.34,1.7
0.34,1.8
0.34,1.9
0.34,2.0
0.34,2.1
0.34,2.2
0.34,2.3
0.34,2.4
0.34,2.5
0.34,2.6
0.34,2.7
0.34,2.8
0.34,2.9
0.34,3.0
0.34,3.1
0.34,3.2
0.34,3.3
0.34,3.4
0.34,3.5
0.34,3.6
0.34,3.7
0.34,3.8
0.34,3.9
0.34,4.0
0.34,4.1
0.34,4.2
0.34,4.3
0.34,4.4
0.34,4.5
0.34,4.6
0.34,4.7
0.34,4.8
0.34,4.9
0.34,5.0
0.35,0.1
0.35,0.2
0.35,0.3
0.35,0.4
0.35,0.5
0.35,0.6
0.35,0.7
0.35,0.8
0.35,0.9
0.35,1.0
0.35,1.1
0.35,1.2
0.35,1.3
0.35,1.4
0.35,1.5
0.35,1.6
0.35,1.7
0.35,1.8
0.35,1.9
0.35,2.0
0.35,2.1
0.35,2.2
0.35,2.3
0.35,2.4
0.35,2.5
0.35,2.6
0.35,2.7
0.35,2.8
0.35,2.9
0.35,3.0
0.35,3.1
0.35,3.2
0.35,3.3
0.35,3.4
0.35,3.5
0.35,3.6
0.35,3.7
0.35,3.8
0.35,3.9
0.35,4.0
0.35,4.1
0.35,4.2
0.35,4.3
0.35,4.4
0.35,4.5
0.35,4.6
0.35,4.7
0.35,4.8
0.35,4.9
0.35,5.0
